prompt_id,cluster_id,model_key,n_budget,bon_score,mean_latency_sec
638,1,junior,3,0.8078556427558137,0.451216175014108
638,1,junior,5,0.9018854552904232,0.399505972421914
1115,1,junior,1,0.5012874616235304,0.3609614458526904
1115,1,junior,3,0.686906911444795,0.3718427386805228
1115,1,junior,5,0.7860825035805891,0.3943963044876856
503,1,junior,1,0.607059866859316,0.3602425744632492
503,1,junior,3,0.6858334790389593,0.3160863260981961
503,1,junior,5,0.8115730721648542,0.3645776834835578
19,1,junior,1,0.4370293145342382,0.4501415267239085
19,1,junior,3,0.7175684415848651,0.3899945659689179
19,1,junior,5,0.7447040574509304,0.41039026360475345
1040,1,junior,1,0.5079015519179737,0.42366712854269784
1040,1,junior,3,0.7799826210832056,0.46472600717947093
1040,1,junior,5,0.8785875224709384,0.3369988255363256
449,1,junior,1,0.6270865193886968,0.41413687348651396
449,1,junior,3,0.8869305146472507,0.40007328409843007
449,1,junior,5,0.7588417738180493,0.39941460866677647
981,1,junior,1,0.49899836011452536,0.46225239665547396
981,1,junior,3,0.7355600905313463,0.3661413617769642
981,1,junior,5,0.8605482223923284,0.44490022354706565
858,1,junior,1,0.4374510952701624,0.4167981175791892
858,1,junior,3,0.7324378912566802,0.453687359123939
858,1,junior,5,0.820362943090505,0.45401950085152115
294,1,junior,1,0.7029550319460615,0.29845212221711087
294,1,junior,3,0.7421782872630025,0.3680601331242685
294,1,junior,5,0.7055143045916289,0.38186326963397194
944,1,junior,1,0.6196206364813419,0.38614392818747934
944,1,junior,3,0.9171972091917971,0.4541326486787655
944,1,junior,5,0.7215868140125998,0.3936383985611995
150,1,junior,1,0.7003992988582689,0.3847013669547487
150,1,junior,3,0.6255924694587762,0.39373244472054153
150,1,junior,5,0.838099300742826,0.3927045353055587
654,1,junior,1,0.6212998430172388,0.32667233146648333
654,1,junior,3,0.7757942092032359,0.40191627524991524
654,1,junior,5,0.815844713827099,0.4017347214428906
191,1,junior,1,0.40915387036364403,0.3577393785674345
191,1,junior,3,0.8353406470652476,0.35537902850650904
191,1,junior,5,0.8212739794450623,0.399170640165406
71,2,junior,1,0.37898316073433747,0.4184681061335236
71,2,junior,3,0.6946193994029782,0.3913188822008989
71,2,junior,5,0.8138593549759745,0.3796919299298254
841,2,junior,1,0.6514370065018131,0.4999284666677546
841,2,junior,3,0.7116271309137234,0.32509460448473954
841,2,junior,5,0.9741819977271492,0.3578796602340722
222,2,junior,1,0.5684836123694874,0.42959907405285336
222,2,junior,3,0.9158696826936905,0.38532628545980013
222,2,junior,5,0.892188647043103,0.4186593038621268
8,2,junior,1,0.3929775280109544,0.4373085977330318
8,2,junior,3,0.7219284386218789,0.3790182151904717
8,2,junior,5,0.7568617991662538,0.44158332309189224
305,2,junior,1,0.4223251424179691,0.4162947302317224
305,2,junior,3,0.7280112986040735,0.39865082318135975
305,2,junior,5,0.8365194038007622,0.39545906006274706
707,2,junior,1,0.5060268941725825,0.3887877013503185
707,2,junior,3,0.7488243084291548,0.45350754400667886
707,2,junior,5,0.8689010058164813,0.45206465773654286
127,2,junior,1,0.5218215391139494,0.3747887909742486
127,2,junior,3,0.6832827021204632,0.3346551355145892
127,2,junior,5,0.7784257404600705,0.4152761955600871
424,2,junior,1,0.7955300139910895,0.41735011863446914
424,2,junior,3,0.7787628819775663,0.36416245068644204
424,2,junior,5,0.8905315585529623,0.399239138718899
140,2,junior,1,0.5112298440064016,0.36323267857093683
140,2,junior,3,0.860881682743446,0.42557732906769524
140,2,junior,5,0.9636370338307723,0.3896028438838165
734,2,junior,1,0.6544160877069073,0.3706336334489067
734,2,junior,3,0.7707315869251019,0.4622505400137662
734,2,junior,5,0.8315946878942458,0.45935062580052416
644,2,junior,1,0.510666118767264,0.4221203985323741
644,2,junior,3,0.7344865854695332,0.42996591507124043
644,2,junior,5,0.8686891192197576,0.4356339361704188
354,2,junior,1,0.5694089992898308,0.37321398312696835
354,2,junior,3,0.7793658917592954,0.4036017224919118
354,2,junior,5,0.8990594981874691,0.4091543712311331
123,2,junior,1,0.6208356447299354,0.33872603097215725
123,2,junior,3,0.7471069616948256,0.3679883536872715
123,2,junior,5,0.8553202516507361,0.3821623956707204
615,2,junior,1,0.6617295831588128,0.3950709292964459
615,2,junior,3,0.7927764818800542,0.42738491691527386
615,2,junior,5,0.8910378345344917,0.4189541697567155
72,2,junior,1,0.48473760206976096,0.45043861293932347
72,2,junior,3,0.7359026944812408,0.34423939033181233
72,2,junior,5,0.8612836214201252,0.4023156121848885
253,2,junior,1,0.34582651315757096,0.4125029684768532
253,2,junior,3,0.8396298815517633,0.3613843671917338
253,2,junior,5,0.8004631132461834,0.4286202793719077
756,2,junior,1,0.49647647884394325,0.46297316291916013
756,2,junior,3,0.833457609183336,0.4718050908590398
756,2,junior,5,0.9251708271045965,0.3938962034628919
672,2,junior,1,0.5620031326718262,0.40228020869009207
672,2,junior,3,0.7245808228370851,0.3866669774021734
672,2,junior,5,0.8793365603891969,0.38350133891606164
400,2,junior,1,0.6383659937486673,0.38964236200355085
400,2,junior,3,0.7978703642815562,0.4110494214231013
400,2,junior,5,0.8282166931693467,0.3940866563119808
496,2,junior,1,0.37602862212219007,0.46892594202232624
496,2,junior,3,0.775943907604663,0.3444641537649964
496,2,junior,5,0.8610197703068412,0.40264260081595316
1049,3,junior,1,0.5150742295681572,0.3790808719355285
1049,3,junior,3,0.7628895742699953,0.44274096769150023
1049,3,junior,5,0.7842077989649681,0.4019609686336887
385,3,junior,1,0.5846488475897993,0.4549796604821489
385,3,junior,3,0.7706795105405627,0.4038025887289338
385,3,junior,5,0.7979505643122855,0.40790726001155864
892,3,junior,1,0.5442381202966415,0.5442049351142966
892,3,junior,3,0.7785642594228491,0.4471455875136113
892,3,junior,5,0.8723149181492749,0.3996556888949091
955,3,junior,1,0.6464087168288357,0.3853506018825611
955,3,junior,3,0.797431910197973,0.41118525487275015
955,3,junior,5,0.8703942975659074,0.384661036034097
759,3,junior,1,0.41769102065925023,0.3616622951386299
759,3,junior,3,0.8851048094012419,0.4392736380860256
759,3,junior,5,0.9549190318773374,0.37334963291207585
317,3,junior,1,0.5781191423969376,0.44553571538720593
317,3,junior,3,0.6500272661873361,0.3857528677437136
317,3,junior,5,0.8050209100422318,0.4047763914296045
1105,3,junior,1,0.4531655545136365,0.4330031259414731
1105,3,junior,3,0.703908702662851,0.3633996473455308
1105,3,junior,5,0.7652735941470489,0.42695357466612255
806,3,junior,1,0.48370990824490523,0.3578804987315947
806,3,junior,3,0.7493536665612552,0.3820621647199192
806,3,junior,5,0.9254587040207489,0.39667538654922263
813,3,junior,1,0.5370179300266574,0.3888827404673375
813,3,junior,3,0.8809135290259462,0.4172137717429106
813,3,junior,5,0.873783453556264,0.4600548440902461
384,3,junior,1,0.44852432693071337,0.3650991451630814
384,3,junior,3,0.6832398200458859,0.3632173131286193
384,3,junior,5,0.8782010299271805,0.40926878936287353
698,3,junior,1,0.5576005391412412,0.4334996147513034
698,3,junior,3,0.648738622731941,0.3957488644680616
698,3,junior,5,0.9428767452415796,0.4133043845133944
867,3,junior,1,0.5190883535797499,0.4115229469894019
867,3,junior,3,0.7555314605462695,0.41378359490180666
867,3,junior,5,0.9602437429866892,0.34964928831056624
948,3,junior,1,0.5209725455811349,0.45514458897926613
948,3,junior,3,0.7590654638204634,0.3984199933324974
948,3,junior,5,0.8499645461451415,0.40891599506003046
1114,3,junior,1,0.41881637676498407,0.4006211571906029
1114,3,junior,3,0.7128305043024842,0.3604029886082136
1114,3,junior,5,0.8640188744777799,0.3707881038448553
962,3,junior,1,0.6990726136849953,0.3871934277441875
962,3,junior,3,0.6769028511043599,0.38396357645086265
962,3,junior,5,0.8043757823673375,0.4328891029741276
792,3,junior,1,0.3698019562419981,0.32979321843643844
792,3,junior,3,0.6990416294070657,0.4144821497556143
792,3,junior,5,0.8306009414098593,0.39265612443816733
480,3,junior,1,0.46151972859730994,0.3734030649285094
480,3,junior,3,0.8069782616161719,0.4033372255457513
480,3,junior,5,0.9266746125699605,0.427229823926626
832,3,junior,1,0.7061511196726853,0.4781044773639279
832,3,junior,3,0.8611999536194734,0.394771168433174
832,3,junior,5,0.8295142067097099,0.38441238801348254
1069,3,junior,1,0.47432049114305397,0.459762861148349
1069,3,junior,3,0.7926806430517169,0.39513686292743017
1069,3,junior,5,0.8637906338846633,0.43554670167497045
859,3,junior,1,0.4660790332660994,0.3781028362274269
859,3,junior,3,0.6377358665082339,0.38090082693086574
859,3,junior,5,0.8716783488454094,0.4148010189562335
578,4,junior,1,0.6673473857485326,0.4397728761200448
578,4,junior,3,0.7184976307423204,0.3856775512500101
578,4,junior,5,0.9711121026614495,0.44213626941870965
353,4,junior,1,0.6173181351269958,0.47738516524496477
353,4,junior,3,0.7187190693088721,0.36856445044881675
353,4,junior,5,0.775771834627796,0.43011912552405995
804,4,junior,1,0.5919532443907028,0.3927431110835331
804,4,junior,3,0.8325576139901516,0.38794861759404525
804,4,junior,5,0.9667637198102353,0.3574293363776929
971,4,junior,1,0.7506092888159124,0.49252659715407254
971,4,junior,3,0.7376973364834749,0.48587864666082003
971,4,junior,5,0.8586967993489363,0.39101681721725506
1,4,junior,1,0.363346338292694,0.35699066076383174
1,4,junior,3,0.84527048550023,0.426180430980323
1,4,junior,5,0.899402421836871,0.40294001544819535
395,4,junior,1,0.3731560634437149,0.40845317481467225
395,4,junior,3,0.7112212395237827,0.3941905725203574
395,4,junior,5,0.7578212168509125,0.3923658022861005
559,4,junior,1,0.6726933223884308,0.4459648167030814
559,4,junior,3,0.6965977795484289,0.3763637917317304
559,4,junior,5,0.7993483308795151,0.41572724018945706
927,4,junior,1,0.60159392177041,0.40401944303349235
927,4,junior,3,0.689217022083474,0.3740533229077798
927,4,junior,5,0.8258075261862816,0.39094965354267586
175,4,junior,1,0.6193105607263144,0.4257289900198344
175,4,junior,3,0.6684756171714485,0.37963646991090366
175,4,junior,5,0.91669333821458,0.3830438291919674
629,4,junior,1,0.4700807993349747,0.3612421492525279
629,4,junior,3,0.8223290747137671,0.37373196371108103
629,4,junior,5,1.0,0.38523748706717836
1070,4,junior,1,0.40617220216826333,0.4067962246322659
1070,4,junior,3,0.7879628650403224,0.44248765250507516
1070,4,junior,5,0.8139398730015263,0.3989854661876292
553,4,junior,1,0.44324670857457277,0.5237514951545887
553,4,junior,3,0.7050984084917845,0.4271359724168495
553,4,junior,5,0.7447921755895792,0.46186202316966707
1141,4,junior,1,0.681759753560796,0.41010765857617687
1141,4,junior,3,0.6480543761677032,0.42900902126378543
1141,4,junior,5,0.7656171480635481,0.4073280322869238
883,4,junior,1,0.517767953078866,0.4969225413681665
883,4,junior,3,0.700234237900472,0.47473570941791815
883,4,junior,5,0.7696131713909375,0.3875761566519382
230,4,junior,1,0.4154020319753252,0.4522778378474347
230,4,junior,3,0.7112520138327025,0.4212995450799825
230,4,junior,5,0.9009319847329317,0.4359286863624128
139,4,junior,1,0.5379618836046403,0.4664248401572184
139,4,junior,3,0.6930592619237126,0.3627884789036493
139,4,junior,5,0.8195420028609134,0.4151960205765864
302,4,junior,1,0.7338183676795123,0.42203723880408045
302,4,junior,3,0.739855419061016,0.38815595231244443
302,4,junior,5,0.8271316215042291,0.4052198368635098
425,4,junior,1,0.6001094169939846,0.4585118577869458
425,4,junior,3,0.7276487608199018,0.369747908323333
425,4,junior,5,0.8749402441805494,0.451750785223022
675,4,junior,1,0.4656753404683809,0.38523625071220313
675,4,junior,3,0.8293663329098864,0.44236523423699925
675,4,junior,5,0.7072401115385689,0.3627723508681451
907,4,junior,1,0.6260055963689604,0.30971677755813987
907,4,junior,3,0.7939062734691256,0.3663135835283942
907,4,junior,5,0.8185445051032699,0.38757109022347824
430,5,junior,1,0.543933918618538,0.5140714411451804
430,5,junior,3,0.7107337311898044,0.31949478328441533
430,5,junior,5,0.8006277228299633,0.4070776024072182
285,5,junior,1,0.45128204728488164,0.38733218567033834
285,5,junior,3,0.704055293823752,0.39441477868116775
285,5,junior,5,0.8062574546347346,0.41138811059464686
98,5,junior,1,0.5608559705776524,0.3313764275607603
98,5,junior,3,0.6691457189809226,0.3926023128128813
98,5,junior,5,0.8884748805043613,0.40601405733098056
203,5,junior,1,0.48293797909233555,0.4600349390825787
203,5,junior,3,0.7409420561827893,0.4286222482949047
203,5,junior,5,0.8236143049261685,0.39663221447797803
807,5,junior,1,0.627966053226934,0.38151794294885555
807,5,junior,3,0.6389390414923584,0.4428764906066253
807,5,junior,5,0.7533498956898191,0.4087265868238473
444,5,junior,1,0.5506422269810938,0.432777054880222
444,5,junior,3,0.8197259459172828,0.3873128269268453
444,5,junior,5,0.7557154838244379,0.42162038418704134
517,5,junior,1,0.5642943094763707,0.3283644996160567
517,5,junior,3,0.7099456763612568,0.4920373249423697
517,5,junior,5,0.9183520582184075,0.3516620133181953
835,5,junior,1,0.521399577811989,0.24818274863522025
835,5,junior,3,0.7095311511904633,0.43659514989533504
835,5,junior,5,0.7417488451938203,0.4353831061218548
607,5,junior,1,0.5130389663956366,0.43729431339136304
607,5,junior,3,0.7860533789382103,0.4294777566197876
607,5,junior,5,1.0,0.3650032473476463
172,5,junior,1,0.6145215585950058,0.4312673457027603
172,5,junior,3,0.7732382385535176,0.40895693453902743
172,5,junior,5,0.8233550632420115,0.3818211556290307
749,5,junior,1,0.412038183521107,0.3417005959275229
749,5,junior,3,0.7323708075516108,0.4237760258633776
749,5,junior,5,0.8179588150750529,0.43040866211160267
186,5,junior,1,0.47550973551935516,0.39021598216337416
186,5,junior,3,0.681190599604105,0.36775766266620274
186,5,junior,5,0.793891275436585,0.3900804734318083
488,5,junior,1,0.3496137635593247,0.38412910952136337
488,5,junior,3,0.7959270884506762,0.38912184531244165
488,5,junior,5,0.7916560509071412,0.40496145206389345
64,5,junior,1,0.8259660038911079,0.4636125944499328
64,5,junior,3,0.6189329850555007,0.3971575605855855
64,5,junior,5,0.7934536177101736,0.3991250112875152
769,5,junior,1,0.5196273971223335,0.36051301065548463
769,5,junior,3,0.7473001469380839,0.3471730068652126
769,5,junior,5,0.8532186048534042,0.4151935794419751
1018,5,junior,1,0.6736130721806218,0.45792384907547024
1018,5,junior,3,0.7802496725836927,0.3933664280586537
1018,5,junior,5,0.6961657593616629,0.38281893221343716
256,5,junior,1,0.6952467534470745,0.37280509545861923
256,5,junior,3,0.7637724076088379,0.42498852536513104
256,5,junior,5,0.8752110865690065,0.3908699656276905
604,5,junior,1,0.6138391925608383,0.3459627559211279
604,5,junior,3,0.6639531464063833,0.39460909906438335
604,5,junior,5,0.9522053334047017,0.3573079339624564
1151,5,junior,1,0.604711911517521,0.4013479535687228
1151,5,junior,3,0.7316798014376046,0.41297780389602545
1151,5,junior,5,0.8658458063929289,0.40526667017358714
642,5,junior,1,0.5743953197908501,0.4104004998622245
642,5,junior,3,0.6495357528519063,0.3933151441098153
642,5,junior,5,0.839108170743787,0.40572446068165624
154,6,junior,1,0.5746504778432006,0.3333125225837781
154,6,junior,3,0.5787754777457772,0.4643782294717285
154,6,junior,5,0.9198976634128875,0.40988649382037307
308,6,junior,1,0.5506799844559999,0.5214163731537784
308,6,junior,3,0.8132045989964436,0.38544247720851343
308,6,junior,5,0.9133747535720954,0.362446900190845
263,6,junior,1,0.5519147777415753,0.42555323237158216
263,6,junior,3,0.7318370230816292,0.43301466971227015
263,6,junior,5,0.799177097475751,0.4125116949743301
667,6,junior,1,0.5765878229652049,0.37179747113442996
667,6,junior,3,0.6351586587922115,0.431937388770002
667,6,junior,5,0.8116951602271023,0.4318540215609647
426,6,junior,1,0.639259733829931,0.2817937709372899
426,6,junior,3,0.7284930745624811,0.39067730515244364
426,6,junior,5,0.803108802435856,0.43263662777632933
771,6,junior,1,0.7011154930247347,0.392347052777348
771,6,junior,3,0.7485499678765412,0.3456868383537854
771,6,junior,5,0.8301945424912076,0.39605859746424066
483,6,junior,1,0.5418477326898354,0.3697492101395397
483,6,junior,3,0.6632764706156136,0.38369479680526347
483,6,junior,5,0.8303547315481474,0.387204115753245
1154,6,junior,1,0.5248461113955505,0.44700343055695574
1154,6,junior,3,0.7577470339449907,0.45127518661608895
1154,6,junior,5,0.8161385530157019,0.42595019926096533
778,6,junior,1,0.8609918556005361,0.5197400493870379
778,6,junior,3,0.8393823644580434,0.41916064177792695
778,6,junior,5,0.7888374415946215,0.43185118253705596
30,6,junior,1,0.7174492433347538,0.4274663719691132
30,6,junior,3,0.7447714399411255,0.3914288952124831
30,6,junior,5,0.7684642928540667,0.3837989681981214
198,6,junior,1,0.592097294438939,0.44192970521215214
198,6,junior,3,0.7695765000421807,0.35625282170907946
198,6,junior,5,0.8321381897820501,0.4319437351458239
1054,6,junior,1,0.5908652811480671,0.2934258860261008
1054,6,junior,3,0.813233999858461,0.3219119803951301
1054,6,junior,5,0.8557937142327028,0.37264275497771643
352,6,junior,1,0.41739523139179624,0.3784138812526549
352,6,junior,3,0.6942400170217996,0.37766112838498
352,6,junior,5,0.8144687247157854,0.3881183945603468
812,6,junior,1,0.40503547803014706,0.39499372181257836
812,6,junior,3,0.6775433160807509,0.36562900288384265
812,6,junior,5,0.8647369830846654,0.4107519605229756
159,6,junior,1,0.45824971789857366,0.3326473116253352
159,6,junior,3,0.6989308209596256,0.4368126610581735
159,6,junior,5,0.8233791272304604,0.4049551900313394
668,6,junior,1,0.4480335661307885,0.43387635555361603
668,6,junior,3,0.7424659460109617,0.40054803026527735
668,6,junior,5,0.7799145717679296,0.3975452073977607
52,6,junior,1,0.4809458947683741,0.35297406006481624
52,6,junior,3,0.8085858444004038,0.3636961517247792
52,6,junior,5,0.7996728749700843,0.4084839268996435
879,6,junior,1,0.5537937835447603,0.35420283374928513
879,6,junior,3,0.8962484783287472,0.4309398644199544
879,6,junior,5,0.910195326560222,0.4109100350858085
54,6,junior,1,0.6359587886979803,0.3670265718454852
54,6,junior,3,0.6584774542573874,0.3918569310564132
54,6,junior,5,0.8077622572966963,0.4027389345184715
1045,6,junior,1,0.488776326549225,0.38012149700900066
1045,6,junior,3,0.7843291869404898,0.42077066737543944
1045,6,junior,5,0.7437317436593458,0.41437125569028666
240,7,junior,1,0.8485259002603411,0.4105126851345107
240,7,junior,3,0.7205462881883782,0.41951506962558316
240,7,junior,5,0.808525463177881,0.4123410246721095
554,7,junior,1,0.555493411099985,0.325256957413217
554,7,junior,3,0.9025328775013634,0.3562979636830225
554,7,junior,5,0.8980403087805884,0.39497741501363426
65,7,junior,1,0.5503375506597161,0.24185513565898736
65,7,junior,3,0.6853996044342427,0.40476390720176764
65,7,junior,5,0.714767590739413,0.3905238976260022
695,7,junior,1,0.43880329742258367,0.5572475854617985
695,7,junior,3,0.8357232772863245,0.45483344833416767
695,7,junior,5,0.834687604711824,0.4038639157734038
821,7,junior,1,0.5558022734808395,0.3974305971213055
821,7,junior,3,0.7798691245094972,0.3598968250691077
821,7,junior,5,0.8384312953712824,0.3555254116275406
620,7,junior,1,0.4362314329575184,0.4390913194803704
620,7,junior,3,0.7266952777386192,0.4078156308076987
620,7,junior,5,0.8519897057637605,0.4418859109826993
693,7,junior,1,0.5020507032600757,0.3734173587322911
693,7,junior,3,0.8298569663244492,0.41914105212079117
693,7,junior,5,0.6891392017041728,0.4276798680182187
90,7,junior,1,0.40944329808213586,0.3777695140845983
90,7,junior,3,0.811789621230988,0.4002027865517867
90,7,junior,5,0.7706666130687486,0.4020021233613905
68,7,junior,1,0.41328621935397547,0.4277923775259474
68,7,junior,3,0.7224243222314112,0.40335901671155366
68,7,junior,5,0.7788580687872296,0.3652008409443007
939,7,junior,1,0.6231870704288296,0.38023313281917454
939,7,junior,3,0.7355400968655093,0.42240963152150846
939,7,junior,5,0.8540804694265285,0.38679150750746166
854,7,junior,1,0.6590980425185967,0.42320851124135217
854,7,junior,3,0.7643700762752864,0.4657057717489896
854,7,junior,5,0.7994669395423092,0.4291096276671384
63,7,junior,1,0.5623547695955583,0.3644586426608768
63,7,junior,3,0.8561199479198905,0.40779006284863506
63,7,junior,5,0.9096499024133542,0.42827228075425267
202,7,junior,1,0.5842337834489622,0.3798917331297129
202,7,junior,3,0.7156751803186617,0.4564600379525782
202,7,junior,5,0.8864913610749592,0.3598055635881368
211,7,junior,1,0.5048340523840378,0.39556314606349646
211,7,junior,3,0.7228141872889922,0.36612255160406026
211,7,junior,5,0.7564178824575236,0.41564409265052793
565,7,junior,1,0.3951381701136254,0.3893935502130531
565,7,junior,3,0.7078053806754174,0.37935582013985697
565,7,junior,5,0.7290864532548073,0.369907643901485
157,7,junior,1,0.4942576946891679,0.43570176795013393
157,7,junior,3,0.7171740101909311,0.3725772939726896
157,7,junior,5,0.702883816313734,0.4380177504593223
614,7,junior,1,0.4950459725404466,0.45492341653360974
614,7,junior,3,0.8431169332147312,0.4197305518930736
614,7,junior,5,0.8813543428689592,0.3884564943924735
53,7,junior,1,0.5437995990633969,0.4748135029320832
53,7,junior,3,0.8161501057176309,0.37762141339726635
53,7,junior,5,0.8586372338552376,0.46246784275279973
742,7,junior,1,0.44026974723671564,0.41300653382575775
742,7,junior,3,0.7431946200448418,0.35931990963071575
742,7,junior,5,0.8289163120794811,0.3892302703719509
359,7,junior,1,0.6181359510442949,0.33386247100981464
359,7,junior,3,0.7827592791157173,0.38524426076231305
359,7,junior,5,0.7401630640760475,0.36542050329271025
361,8,junior,1,0.3379299847364934,0.2657061260005017
361,8,junior,3,0.7986950066876559,0.3420663313094228
361,8,junior,5,1.0,0.3853223805992808
7,8,junior,1,0.578732890440301,0.38275314883597866
7,8,junior,3,0.7349191456189876,0.3792083698612391
7,8,junior,5,0.8958046745730512,0.3847064503350991
276,8,junior,1,0.6168654804757907,0.38946616327004707
276,8,junior,3,0.7343617601545392,0.4135021386758646
276,8,junior,5,0.809488759804932,0.4242471409418297
368,8,junior,1,0.6972670675750983,0.4525628075517877
368,8,junior,3,0.7595182799247558,0.35053973112289977
368,8,junior,5,0.8315432428980918,0.3965386213269137
257,8,junior,1,0.7021006227159381,0.4280002589179649
257,8,junior,3,0.7734232435851055,0.43461276482702216
257,8,junior,5,0.746194288079098,0.3784533259780442
349,8,junior,1,0.5431365953914532,0.2852647014748134
349,8,junior,3,0.786231896632278,0.4306064736514544
349,8,junior,5,0.7398161575259125,0.4361458659593086
138,8,junior,1,0.7911676675578422,0.3321877765195646
138,8,junior,3,0.6676092807186973,0.44381098473859604
138,8,junior,5,0.8997125569774291,0.3674452213024466
679,8,junior,1,0.3952696011061635,0.42916217736505824
679,8,junior,3,0.7924408936210301,0.4103586042666005
679,8,junior,5,0.830969966217293,0.3478254279121228
31,8,junior,1,0.5111479224816992,0.2878154980182748
31,8,junior,3,0.6633053300373952,0.4025967183603842
31,8,junior,5,0.7719654082023324,0.39561426639801184
171,8,junior,1,0.5724216404290794,0.3648081238261639
171,8,junior,3,0.7795859212313339,0.39647485154030077
171,8,junior,5,0.7313826944037078,0.38297823591014396
633,8,junior,1,0.5167139595617489,0.41904719567501053
633,8,junior,3,0.8353545360315353,0.35725621438941824
633,8,junior,5,0.8927499834991925,0.41864199796444146
391,8,junior,1,0.5251471381925551,0.4140414672611889
391,8,junior,3,0.6908611271833666,0.3874764364946954
391,8,junior,5,0.8388902844091852,0.37044266977567786
889,8,junior,1,0.6083544303011889,0.46250347984353113
